Item,Type,RatePerUOM,UOM,BaseCharge,ChargeCap,Currency
LGB,ONT8,575,Truck,0,0,USD
LGB,ONT9,575,Truck,0,0,USD
LGB,LGB8,550,Truck,0,0,USD
LGB,LGB6,575,Truck,0,0,USD
LGB,LGB9,575,Truck,0,0,USD
LGB,LGB4,625,Truck,0,0,USD
LGB,SBD2,625,Truck,0,0,USD
LGB,LAX9,550,Truck,0,0,USD
LGB,SNA4,550,Truck,0,0,USD
LGB,LAS1,1980,Truck,0,0,USD
LGB,LAS6,1980,Truck,0,0,USD
